OTUID,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Domain,Phylum,Class,Order,Family,Genus,Species
OUT_645,2,0,1,1,0,2,3,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,uncultured bacterium
OUT_646,1,0,1,0,2,3,2,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus acidicola
OUT_647,2,2,3,0,0,0,2,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_648,0,3,0,2,0,0,2,1,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea thiooxidans
OUT_649,0,0,0,3,0,0,2,3,1,1,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,uncultured bacterium
OUT_650,0,6,1,0,0,1,1,1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,uncultured bacterium
OUT_651,0,1,1,5,0,1,0,0,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,uncultured bacterium
OUT_652,1,1,3,0,0,1,1,0,2,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured soil bacterium
OUT_653,1,0,1,1,1,2,1,1,2,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. CC-MHH0049
OUT_654,0,1,7,0,0,0,1,0,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium
OUT_655,1,0,0,0,0,1,2,4,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus mendelii
OUT_656,0,0,0,6,1,0,0,3,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_657,3,0,2,2,0,0,0,1,2,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. RaM5-15
OUT_658,3,1,0,1,0,0,0,0,5,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora viridis
OUT_659,1,1,4,0,1,0,0,3,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,Chitinophaga cymbidii
OUT_660,0,1,0,2,1,2,1,0,1,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,uncultured bacterium
OUT_661,1,4,2,1,1,0,1,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces viridodiastaticus
OUT_662,0,2,2,0,0,2,3,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Pimelobacter simplex
OUT_663,1,2,0,0,0,0,0,1,5,1,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dichloroeliminans LMG P-21439
OUT_664,3,0,1,0,1,2,0,0,2,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured soil bacterium
OUT_665,0,1,1,1,2,1,2,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces thermoluteus
OUT_666,1,1,1,0,1,1,2,1,0,2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
OUT_667,0,3,1,0,1,1,2,2,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,actinobacterium TB7
OUT_668,0,2,0,0,2,2,1,0,1,2,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,uncultured bacterium
OUT_669,0,0,4,0,0,2,1,3,0,0,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Glycomyces sp. IF11
OUT_670,0,1,2,0,0,0,0,1,4,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured Bacillus sp.
OUT_671,0,0,0,1,0,1,0,1,1,5,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured soil bacterium
OUT_672,0,0,0,4,1,1,1,0,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Bacillus sp. K7SC-3B
OUT_673,0,2,1,0,1,2,1,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured bacterium
OUT_674,1,3,0,0,4,0,0,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobiaceae bacterium KVD-unk-32
OUT_675,2,0,0,1,1,1,2,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,uncultured Caulobacteraceae bacterium
OUT_676,1,1,1,0,1,1,1,0,1,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,uncultured proteobacterium
OUT_677,1,0,0,3,1,0,1,3,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,uncultured bacterium
OUT_678,3,1,0,0,1,0,3,0,0,1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured bacterium
OUT_679,1,2,0,1,1,1,1,0,0,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Sinorhizobium sp. T32,Sinorhizobium sp. T32,Sinorhizobium sp. T32
OUT_680,0,1,0,1,2,1,0,1,1,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured Bacteroidetes bacterium
OUT_681,3,2,1,0,0,0,0,0,2,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_682,0,3,2,0,0,1,2,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. 35W
OUT_683,0,0,1,0,2,2,1,1,0,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,uncultured Xanthomonadaceae bacterium
OUT_684,3,0,0,0,1,1,0,3,0,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OUT_685,0,1,2,0,2,1,0,1,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,uncultured bacterium
OUT_686,0,0,2,2,2,0,1,1,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,uncultured Bradyrhizobiaceae bacterium
OUT_687,0,1,1,0,0,0,1,2,3,1,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Catellatospora,Catellatospora citrea
OUT_688,0,1,1,0,4,0,0,1,1,1,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,uncultured bacterium
OUT_689,0,1,0,0,1,1,2,3,1,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uncultured bacterium
OUT_690,0,1,1,0,0,0,2,2,1,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,uncultured Bradyrhizobium sp.
OUT_691,0,2,0,0,0,0,2,4,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured bacterium
OUT_692,1,0,2,0,0,3,1,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CTDF1
OUT_693,2,2,0,0,0,1,2,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
OUT_694,2,1,2,2,1,0,0,0,0,1,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family,Bryobacter,uncultured bacterium
OUT_695,1,0,1,0,1,0,1,0,3,2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus meyeri
OUT_696,2,0,1,0,2,2,1,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,uncultured bacterium
OUT_697,0,0,0,2,1,1,1,1,3,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Halobacillus sp. RO12
OUT_698,0,1,4,0,1,2,0,0,0,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. 13-Q
OUT_699,2,1,0,0,1,2,0,0,2,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_700,0,0,1,2,3,0,1,2,0,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,uncultured bacterium
OUT_701,0,0,2,0,0,6,0,1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,uncultured bacterium
OUT_702,1,1,1,0,2,0,1,2,1,0,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,actinomycete TGcL-04-60
OUT_703,0,1,0,1,0,1,4,0,1,1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,uncultured bacterium
OUT_704,1,4,0,0,0,0,2,0,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_705,0,2,0,2,1,0,2,0,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. ZYK
OUT_706,1,0,0,3,0,0,1,1,0,3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured compost bacterium
OUT_707,0,2,0,1,1,2,1,1,0,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula,uncultured bacterium
OUT_708,0,2,0,2,0,1,0,1,3,0,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,uncultured bacterium
OUT_709,1,2,2,1,0,0,0,1,2,0,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,uncultured bacterium
OUT_710,2,2,2,0,1,1,0,1,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. L2b-b1
OUT_711,1,1,3,0,0,2,0,1,0,1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
OUT_712,2,0,0,0,1,0,1,1,0,4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus firmus
OUT_713,0,2,1,0,4,1,0,1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia chinhatensis
OUT_714,1,1,0,1,3,0,0,0,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. DB189(2010)
OUT_715,1,0,1,0,0,0,0,1,4,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_716,2,1,1,1,1,1,1,1,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus campisalis
OUT_717,2,1,1,0,1,0,2,0,0,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,bacterium MAR2
OUT_718,0,1,0,1,0,1,3,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia,uncultured Williamsia sp.
OUT_719,2,0,0,2,4,0,0,0,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,uncultured bacterium
OUT_720,2,0,0,3,1,1,0,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_721,0,2,2,0,0,1,2,0,1,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OUT_722,2,1,1,0,1,0,0,0,1,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus basilensis
OUT_723,0,0,3,2,2,0,0,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_724,1,0,0,2,0,0,1,2,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus horikoshii
OUT_725,0,1,0,2,3,0,0,1,0,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter,uncultured bacterium
OUT_726,4,0,1,0,0,1,0,1,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,uncultured bacterium
OUT_727,0,1,0,3,1,1,0,1,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. Bt 18
OUT_728,0,1,0,6,0,0,0,1,0,0,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family,Bryobacter,uncultured bacterium
OUT_729,0,1,0,2,3,0,0,1,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured Sphingomonas sp.
OUT_730,3,0,0,1,1,2,0,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes globisporus DSM 43857
OUT_731,0,1,0,1,2,1,3,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,uncultured bacterium
OUT_732,0,0,2,0,0,0,0,2,2,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,uncultured bacterium
OUT_733,4,0,0,0,2,0,0,1,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
OUT_734,0,1,1,1,2,1,0,0,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter,uncultured bacterium
OUT_735,1,2,2,0,1,0,0,2,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,uncultured bacterium
OUT_736,0,1,2,1,1,0,1,0,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,uncultured bacterium
OUT_737,0,1,3,0,0,1,0,2,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,uncultured bacterium
OUT_738,0,0,1,2,0,0,4,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces monomycini
OUT_739,0,1,0,2,1,1,0,1,1,1,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,uncultured Blastococcus sp.
OUT_740,0,0,1,2,0,1,1,0,0,3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured Bacillus sp.
OUT_741,0,4,1,0,0,0,2,1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured Enterobacter sp.
OUT_742,3,0,0,1,1,0,2,1,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured compost bacterium
OUT_743,1,0,0,1,0,0,2,1,3,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_744,1,0,0,2,3,1,1,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. HBUM 83983
OUT_745,1,0,0,3,3,0,0,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
OUT_746,2,0,1,0,0,2,0,1,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium
OUT_747,0,1,0,0,1,1,0,2,1,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Anoxybacillus toebii
OUT_748,0,0,1,1,2,1,0,0,2,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus oxalaticus
OUT_749,1,1,0,0,1,1,0,0,3,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. HBB270
OUT_750,0,2,0,1,0,1,1,1,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis
OUT_751,0,0,2,0,0,1,3,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uncultured bacterium
OUT_752,1,0,1,0,1,3,1,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. MN-07
OUT_753,0,1,0,0,3,0,1,0,2,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. G1-14
OUT_754,1,2,0,0,1,1,0,1,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured Aquicella sp.
OUT_755,1,0,2,0,1,0,2,0,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Kaistobacter sp. IMER-A2-13
OUT_756,1,0,2,0,2,3,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,uncultured bacterium
OUT_757,3,2,0,1,1,0,0,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Lysinimonas,Schumannella sp. b175
OUT_758,1,1,0,1,0,2,1,0,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Rhodospirillales bacterium L96
OUT_759,0,0,1,0,2,1,2,1,0,1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
OUT_760,1,1,3,0,0,0,1,0,1,1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pactum
OUT_761,1,0,1,1,2,1,1,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_762,3,0,0,1,0,0,0,1,1,2,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,uncultured gamma proteobacterium
OUT_763,1,1,1,3,0,0,1,1,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
OUT_764,1,0,0,2,3,0,1,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_765,1,2,1,1,0,1,2,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Agromyces flavus
OUT_766,3,0,2,0,0,1,1,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured alpha proteobacterium
OUT_767,3,0,1,0,4,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aquamicrobium,uncultured bacterium
OUT_768,0,0,0,2,1,0,2,0,1,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_769,1,1,0,1,1,1,2,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,uncultured bacterium
OUT_770,0,2,0,0,0,0,1,4,1,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CACIS-2.18CA
OUT_771,3,1,0,1,1,0,1,1,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,uncultured compost bacterium
OUT_772,0,2,0,0,2,0,4,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CNQ-138_SD01
OUT_773,1,0,1,0,2,0,0,4,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistlia,Tistlia consotensis USBA 355
OUT_774,1,2,2,0,0,2,1,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 19493
OUT_775,0,2,0,0,0,4,2,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Sediminibacillus,Sediminibacillus halophilus
OUT_776,4,0,0,1,1,0,0,0,0,1,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
OUT_777,0,2,0,0,1,0,1,0,3,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,uncultured gamma proteobacterium
OUT_778,1,3,0,0,2,0,0,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter gandavensis
OUT_779,1,0,1,0,1,1,2,0,0,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,Chitinophaga oryziterrae
OUT_780,1,0,2,0,0,0,1,2,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,uncultured Sphingopyxis sp.
OUT_781,1,1,0,2,1,0,0,0,0,2,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured bacterium
OUT_782,2,0,0,0,2,1,0,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,uncultured bacterium
OUT_783,0,0,2,1,1,2,0,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_784,1,2,0,0,0,3,0,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,uncultured bacterium
OUT_785,1,3,2,0,0,0,0,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides szechwanensis
OUT_786,2,0,2,0,1,0,0,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_787,0,1,2,0,0,2,0,0,1,1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,uncultured Adhaeribacter sp.
OUT_788,0,0,1,0,0,1,4,0,0,1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,uncultured bacterium
OUT_789,1,1,0,0,0,0,0,2,2,1,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
OUT_790,0,1,2,0,2,0,2,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,uncultured bacterium
OUT_791,1,2,3,0,1,0,0,0,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OUT_792,0,0,1,1,1,3,0,0,0,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OUT_793,0,2,0,0,0,0,1,0,1,3,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,uncultured bacterium
OUT_794,0,0,2,0,3,0,0,0,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured gamma proteobacterium
OUT_795,2,0,0,0,1,0,1,0,3,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. Gra9
OUT_796,1,1,1,0,1,1,1,0,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
OUT_797,0,1,1,1,3,1,0,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,Leifsonia poae
OUT_798,0,0,0,0,0,1,6,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. Sco-B15
OUT_799,0,1,1,0,0,1,3,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium panaciterrae
OUT_800,1,0,0,1,1,2,0,0,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_801,0,3,0,0,1,1,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,uncultured Novosphingobium sp.
OUT_802,1,0,1,1,0,2,1,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured bacterium
OUT_803,2,0,1,0,3,0,0,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,uncultured bacterium
OUT_804,1,1,0,1,0,1,0,0,3,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_805,0,3,0,0,0,2,0,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OUT_806,0,1,2,0,0,0,0,1,3,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
